Ꭰ-, Ꭶ-	Ạ²-, Gạ²-	
ᏍᎩᏂᎪᏩᏘᏍᎪᎢ	sgị²ni²gowh²ti²³sgọ³ɂi	sgi2nii2gowh2tii23sgo3-i
ᏍᏓᏓᎪᏩᏘᏍᎪᎢ	sdạ²da²gowh²ti²³sgọ³ɂi	sdaa2daa2gowh2tii23sgo3-i
ᎡᎩᏂᎪᏩᏘᏍᎪᎢ	e¹gị²ni²gowh²ti²³sgọ³ɂi	ee1gi2nii2gowh2tii23sgo3-i
ᎢᏣᏓᎪᏩᏘᏍᎪᎢ	i¹jạ²da²gowh²ti²³sgọ³ɂi	ii1ja2daa2gowh2tii23sgo3-i
ᏫᎨᏍᏗᎪᏩᏔ	wị²ge²sdi²go¹wah²ta	wi2gee2sdii2goo1wah2ta
ᎨᎩᏂᎪᏩᏘᏍᎪᎢ	ge²gị²ni²gowh²ti²³sgọ³ɂi	gee2gi2nii2gowh2tii23sgo3-i
ᎪᎩᏂᎪᏩᏘᏍᎪᎢ	go²gị²ni²gowh²ti²³sgọ³ɂi	goo2gi2nii2gowh2tii23sgo3-i
ᏕᏣᏓᎪᏩᏘᏍᎪᎢ	de³jạ²da²gowh²ti²³sgọ³ɂi	dee3ja2daa2gowh2tii23sgo3-i
ᏕᏍᏓᏓᎪᏩᏘᏍᎪᎢ	de²sdạ²da²gowh²ti²³sgọ³ɂi	dee2sdaa2daa2gowh2tii23sgo3-i
ᎬᏙᏓ	gv²do²da	gvv2doo2da
ᏭᏲᏏᏌ	wu¹yo¹si²³sa	wuu1yoo1sii23sa
ᎠᎩᏍᎪᎢ	ạ²gi³sgo³ɂi	a2gii3sgoo3-i
ᎯᎴᎪᎢ	hịɂ³le¹go³ɂi	hi-3lee1goo3-i
ᏣᏚᎸᏗ	jạ²duhl²di	ja2duhl2di
ᏍᏗᎩᎠ	sdi²gị³ɂa	sdii2gi3-a
ᎢᏥᎩᏍᏗ	i¹ji²gi¹sdi	ii1jii2gii1sdi
ᎠᏂᎩᏍᎪᎢ	a¹ni²gi³sgo³ɂi	aa1nii2gii3sgoo3-i
ᎠᏆᏚᎳ	a¹gwạ²du²³la²	aa1gwa2duu23la2
ᏬᏥᎷᎦ	wo¹jiɂ²lu¹ga	woo1ji-2luu1ga
ᎢᏂᎩᏍᎪᎢ	i¹ni²gi³sgo³ɂi	ii1nii2gii3sgoo3-i
ᎢᏗᎩᏍᎪᎢ	i¹di²gi³sgo³ɂi	ii1dii2gii3sgoo3-i
ᏥᎪᏩᏔ	jị²go¹wah²ta²	ji2goo1wah2ta2
ᏬᏍᏗᎷᎦ	wo¹sdiɂ²lu¹ga	woo1sdi-2luu1ga
ᎤᏃᎵᏨᎢ	u¹nohl²jv²³ɂi	uu1nohl2jvv23-i
ᏫᎦᏚᎳ	wi¹gạ²du²³la	wii1ga2duu23la
ᏬᎩᎪᏩᏔ	wo¹gi²go¹wah²ta	woo1gii2goo1wah2ta
ᏕᏣᏚᎵᏍᎪᎢ	de³jạ²du²li²³sgọ³ɂi	dee3ja2duu2lii23sgo3-i
ᎩᎾᏚᎸᏗ	gị²nạ²duhl²di	gi2na2duhl2di
ᎨᏍᏓᏚᎸᎲᎢ	ge²sdạ²du²lv²hv²³ɂi	gee2sda2duu2lvv2hvv23-i
ᏕᏍᏗᎪᏩᏘᎭ	de²sdi²gowh²tị³ha	dee2sdii2gowh2ti3ha
ᏬᎩᏂᎪᏩᏔ	wo¹gị²ni²go¹wah²ta	woo1gi2nii2goo1wah2ta
ᎯᏙᏓ	hi²do²da	hii2doo2da
ᏤᏅᏒᎢ	je²nv³sv²³ɂi	jee2nvv3svv23-i
ᎤᎪᏩᏛᏗ	u¹gowh²tvh³di	uu1gowh2tvh3di
ᎯᎩᏍᎪᎢ	hị²gi³sgo³ɂi	hi2gii3sgoo3-i
ᏍᏗᎬᎢ	sdi²gv²³ɂi	sdii2gvv23-i
ᎠᎪᏩᏔ	ạ²go¹wah²ta²	a2goo1wah2ta2
ᏚᏂᏲᏏᎭ	du¹ni²yo³sị²ha	duu1nii2yoo3si2ha
ᎠᏆᏚᎸᏗ	a¹gwạ²duhl²di	aa1gwa2duhl2di
ᎢᏥᎩᎠ	i¹ji²gị³ɂa	ii1jii2gi3-a
ᎣᏥᎷᎦ	o¹jiɂ²lu¹ga²	oo1ji-2luu1ga2
ᏫᏥᎷᎦ	wị²jịɂ²lu¹ga	wi2ji-2luu1ga
ᎩᏁᏅᏒᎢ	gị²ne²nv³sv²³ɂi	gi2nee2nvv3svv23-i
ᎣᏍᏗᎷᎦ	o¹sdiɂ²lu¹ga²	oo1sdi-2luu1ga2
ᎠᏂᎪᏩᏔ	a¹ni²go¹wah²ta²	aa1nii2goo1wah2ta2
ᎣᎦᏚᎳ	o¹gạ²du²³la²	oo1ga2duu23la2
ᏫᎩᎪᏩᏔ	wi¹gi²go¹wah²ta	wii1gii2goo1wah2ta
ᎢᏂᎪᏩᏔ	i¹ni²go¹wah²ta²	ii1nii2goo1wah2ta2
ᎢᏗᎪᏩᏔ	i¹di²go¹wah²ta²	ii1dii2goo1wah2ta2
ᎨᏍᏓᏚᎵᏍᎪᎢ	ge²sdạ²du²li²³sgọ³ɂi	gee2sda2duu2lii23sgo3-i
ᏗᏍᏗᎪᏩᏛᏗ	dị²sdi²gowh²tvh³di	di2sdii2gowh2tvh3di
ᎣᎩᎾᏚᎳ	o¹gị²nạ²du²³la²	oo1gi2na2duu23la2
ᏕᏥᎪᏩᏘᏍᎪᎢ	de³ji²gowh²ti²³sgọ³ɂi	dee3jii2gowh2tii23sgo3-i
ᏍᎩᏥ	sgị²ji	sgi2ji
ᎤᎸᏒᎢ	u¹lv³²sv²³ɂi	uu1lvv32svv23-i
ᏦᎵᏨᎢ	johl²jv²³ɂi	johl2jvv23-i
ᎦᏗᏍᎪᎢ	gạ²di²³sgo³ɂi	ga2dii23sgoo3-i
ᎠᏇᏅᏒᎢ	a¹gwe²nv³sv²³ɂi	aa1gwee2nvv3svv23-i
ᏍᏗᎮᏍᏗ	sdi²he³sdi	sdii2hee3sdi
ᎯᎪᏩᏔ	hị²go¹wah²ta²	hi2goo1wah2ta2
ᎠᏂᎴᎪᎢ	a¹niɂ³le¹go³ɂi	aa1ni-3lee1goo3-i
ᎢᏥᎬᎢ	i¹ji²gv²³ɂi	ii1jii2gvv23-i
ᎢᏂᎴᎪᎢ	i¹niɂ³le¹go³ɂi	ii1ni-3lee1goo3-i
ᎢᏗᎴᎪᎢ	i¹diɂ³le¹go³ɂi	ii1di-3lee1goo3-i
ᏫᎦᎷᎦ	wị²gạɂ²lu¹ga	wi2ga-2luu1ga
ᎢᎦᏚᎳ	i¹gạ²du²³la²	ii1ga2duu23la2
ᎣᎦᏚᎸᏗ	o¹gạ²duhl²di	oo1ga2duhl2di
ᎤᎾᏚᎵᎭ	u¹nạ²du²lị³ha	uu1na2duu2li3ha
ᎣᏦᎵᎪᎢ	o¹jo²li²go³ɂi	oo1joo2lii2goo3-i
ᎣᏍᏙᎵᎪᎢ	o¹sdo²li²go³ɂi	oo1sdoo2lii2goo3-i
ᏕᏍᏓᏚᎸᎲᎢ	de²sdạ²du²lv²hv²³ɂi	dee2sda2duu2lvv2hvv23-i
ᎩᏂᎪᎲᎢ	gị²ni²go²hv²³ɂi	gi2nii2goo2hvv23-i
ᎨᏍᏗᎪᏩᏘᏍᎪᎢ	ge²sdi²gowh²ti²³sgọ³ɂi	gee2sdii2gowh2tii23sgo3-i
ᎣᎩᎾᏚᎸᏗ	o¹gị²nạ²duhl²di	oo1gi2na2duhl2di
ᏗᏥᏥ	di¹ji²ji	dii1jii2ji
ᎤᏲᏏᏌ	u¹yo¹si²³sa²	uu1yoo1sii23sa2
ᎠᏗᏍᎪᎢ	ạ²di²³sgo³ɂi	a2dii23sgoo3-i
ᏍᏗᎲᎢ	sdi²hv²³ɂi	sdii2hvv23-i
ᎭᏗᏍᎪᎢ	hạ²di²³sgo³ɂi	ha2dii23sgoo3-i
ᎠᏉᎵᏨᎢ	a¹gwohl²jv²³ɂi	aa1gwohl2jvv23-i
ᎠᎾᏗᏍᎪᎢ	a¹nạ²di²³sgo³ɂi	aa1na2dii23sgoo3-i
ᎢᏥᎮᏍᏗ	i¹ji²he³sdi	ii1jii2hee3sdi
ᎣᎨᏅᏒᎢ	o¹ge²nv³sv²³ɂi	oo1gee2nvv3svv23-i
ᎢᎾᏗᏍᎪᎢ	i¹nạ²di²³sgo³ɂi	ii1na2dii23sgoo3-i
ᎢᏓᏗᏍᎪᎢ	i¹dạ²di²³sgo³ɂi	ii1da2dii23sgoo3-i
ᎤᎾᏛᏅᎢ	u¹nạ²dv²hnv²³ɂi	uu1na2dvv2hnvv23-i
ᏥᎪᏩᏘᎭ	jị²gowh²tị³ha	ji2gowh2ti3ha
ᎣᎩᏁᏅᏒᎢ	o¹gị²ne²nv³sv²³ɂi	oo1gi2nee2nvv3svv23-i
ᎢᎦᏚᎸᏗ	i¹gạ²duhl²di	ii1ga2duhl2di
ᎣᏦᎵᎪᎢ	o¹johl²go³ɂi	oo1johl2goo3-i
ᏫᏦᎵᎩ	wị²johl²gi	wi2johl2gi
ᎣᏍᏙᎵᎪᎢ	o¹sdohl²go³ɂi	oo1sdohl2goo3-i
ᏕᏍᏓᏚᎵᏍᎪᎢ	de²sdạ²du²li²³sgọ³ɂi	dee2sda2duu2lii23sgo3-i
ᎩᏂᎪᏩᏔ	gị²ni²go¹wah²ta²	gi2nii2goo1wah2ta2
ᏗᏨᏥ	di¹jv²ji	dii1jvv2ji
ᎤᏚᎵᎭ	u²du²lị³ha	uu2duu2li3ha
ᏍᏗᎸᏍᏗ	sdi²lv¹sdi	sdii2lvv1sdi
ᎠᎪᏩᏘᎭ	ạ²gowh²tị³ha	a2gowh2ti3ha
ᎢᎨᏅᏒᎢ	i¹ge²nv³sv²³ɂi	ii1gee2nvv3svv23-i
ᎯᎪᏩᏘᎭ	hị²gowh²tị³ha	hi2gowh2ti3ha
ᎢᏥᎲᎢ	i¹ji²hv²³ɂi	ii1jii2hvv23-i
ᏣᎪᎲᎢ	jạ²go²hv²³ɂi	ja2goo2hvv23-i
ᎠᏂᎪᏩᏘᎭ	a¹ni²gowh²tị³ha	aa1nii2gowh2ti3ha
ᎣᎩᎪᎲᎢ	o¹gi²go²hv²³ɂi	oo1gii2goo2hvv23-i
ᎢᏂᎪᏩᏘᎭ	i¹ni²gowh²tị³ha	ii1nii2gowh2ti3ha
ᎤᏂᎪᏩᏛᏗ	u¹ni²gowh²tvh³di	uu1nii2gowh2tvh3di
ᎢᏗᎪᏩᏘᎭ	i¹di²gowh²tị³ha	ii1dii2gowh2ti3ha
ᏬᏣᏚᎳ	wo¹jạ²du²³la	woo1ja2duu23la
ᏩᎩᎪᏩᏔ	wa¹gị²go¹wah²ta	waa1gi2goo1wah2ta
ᏬᏍᏓᏚᎳ	wo¹sdạ²du²³la	woo1sda2duu23la
ᎩᏃᎵᏨᎢ	gị²nohl²jv²³ɂi	gi2nohl2jvv23-i
ᏫᏥᎪᏩᏔ	wị²jị²go¹wah²ta	wi2ji2goo1wah2ta
ᏕᏍᏗᎪᏩᏘᏍᎪᎢ	de²sdi²gowh²ti²³sgọ³ɂi	dee2sdii2gowh2tii23sgo3-i
ᎣᎩᏂᎪᎲᎢ	o¹gị²ni²go²hv²³ɂi	oo1gi2nii2goo2hvv23-i
ᏥᏙᏓ	ji²do²da	jii2doo2da
ᎤᏛᏅᎢ	u²dv²hnv²³ɂi	uu2dvv2hnvv23-i
ᎯᏔᏕᎬᎦ	hị²tạ²de²gv¹ga	hi2ta2dee2gvv1ga
ᏍᏗᎷᎦ	sdiɂ²lu¹ga	sdi-2luu1ga
ᏩᏔᏕᎬᎦ	wạ²tạ²de²gv¹ga	wa2ta2dee2gvv1ga
ᏥᏔᏕᎬᎦ	jị²tạ²de²gv¹ga²	ji2ta2dee2gvv1ga2
ᏗᏂᏔᏕᎬᎦ	di¹ni²tạ²de²gv¹ga	dii1nii2ta2dee2gvv1ga
ᏓᏂᏔᏕᎬᎦ	da¹ni²tạ²de²gv¹ga²	daa1nii2ta2dee2gvv1ga2
ᏗᏗᏔᏕᎬᎦ	di¹di²tạ²de²gv¹ga	dii1dii2ta2dee2gvv1ga
ᎢᏥᎸᏍᏗ	i¹ji²lv¹sdi	ii1jii2lvv1sdi
ᎤᏂᎸᏒᎢ	u¹ni²lv³²sv²³ɂi	uu1nii2lvv32svv23-i
ᏣᎪᏩᏔ	jạ²go¹wah²ta²	ja2goo1wah2ta2
ᎢᎩᎪᎲᎢ	i¹gi²go²hv²³ɂi	ii1gii2goo2hvv23-i
ᏬᏥᎪᏩᏔ	wo¹ji²go¹wah²ta	woo1jii2goo1wah2ta
ᎣᎩᎪᏩᏔ	o¹gi²go¹wah²ta²	oo1gii2goo1wah2ta2
ᎠᎩᎪᎲᎢ	a¹gị²go²hv²³ɂi	aa1gi2goo2hvv23-i
ᏬᏍᏗᎪᏩᏔ	wo¹sdi²go¹wah²ta	woo1sdii2goo1wah2ta
ᏫᎩᏃᎵᎩ	wị²gị²nohl²gi	wi2gi2nohl2gi
ᎣᎩᏂᎪᏩᏔ	o¹gị²ni²go¹wah²ta²	oo1gi2nii2goo1wah2ta2
ᏦᏥᏥ	jo²ji²ji	joo2jii2ji
ᎠᏔᏕᎬᎦ	ạ²tạ²de²gv¹ga²	a2ta2dee2gvv1ga2
ᎤᏔᏕᎩᎠ	u¹tạ²de²gi³ɂa	uu1ta2dee2gii3-a
ᎯᏔᏕᎬᎦ	hị²tạ²de²gv¹ga²	hi2ta2dee2gvv1ga2
ᏣᏚᎵᎭ	jạ²du²lị³ha	ja2duu2li3ha
ᏍᏗᎴᎦ	sdiɂ³le¹ga	sdi-3lee1ga
ᎢᏥᎷᎦ	i¹jiɂ²lu¹ga	ii1ji-2luu1ga
ᏕᏂᏔᏕᎬᎦ	de³ni²tạ²de²gv¹ga²	dee3nii2ta2dee2gvv1ga2
ᏚᏂᏲᏏᏌ	du¹ni²yo¹si²³sa²	duu1nii2yoo1sii23sa2
ᏕᏗᏔᏕᎬᎦ	de³di²tạ²de²gv¹ga²	dee3dii2ta2dee2gvv1ga2
ᏫᏥᏔᏕᎬᎦ	wị²jị²tạ²de²gv¹ga	wi2ji2ta2dee2gvv1ga
ᏫᏗᏂᏔᏕᎬᎦ	wị²dị¹ni²tạ²de²gv¹ga	wi2di1nii2ta2dee2gvv1ga
ᎣᎪᎵᏨᎢ	o¹gohl²jv²³ɂi	oo1gohl2jvv23-i
ᎣᏣᏚᎳ	o¹jạ²du²³la²	oo1ja2duu23la2
ᎢᎩᎪᏩᏔ	i¹gi²go¹wah²ta²	ii1gii2goo1wah2ta2
ᎠᎩᎪᏩᏔ	a¹gị²go¹wah²ta²	aa1gi2goo1wah2ta2
ᎣᏍᏓᏚᎳ	o¹sdạ²du²³la²	oo1sda2duu23la2
ᎩᎾᏚᎵᎭ	gị²nạ²du²lị³ha	gi2na2duu2li3ha
ᎣᎩᏃᎵᏨᎢ	o¹gị²nohl²jv²³ɂi	oo1gi2nohl2jvv23-i
ᎠᎵᎢ	a²lị²ɂi	aa2li2-i
ᏣᏛᏅᎢ	jạ²dv²hnv²³ɂi	ja2dvv2hnvv23-i
ᏍᏙᎵᏍᏗ	sdo²hlị³sdi	sdoo2hli3sdi
ᎠᎪᏩᏘᏍᎪᎢ	ạ²gowh²ti²³sgọ³ɂi	a2gowh2tii23sgo3-i
ᏙᎩᏲᏏᎭ	do¹gi²yo³sị²ha	doo1gii2yoo3si2ha
ᎯᎪᏩᏘᏍᎪᎢ	hị²gowh²ti²³sgọ³ɂi	hi2gowh2tii23sgo3-i
ᎠᎩᏲᏏᎭ	a¹gị²yo³sị²ha	aa1gi2yoo3si2ha
ᏚᏂᏔᏕᎩᎠ	du¹ni²tạ²de²gi³ɂa	duu1nii2ta2dee2gii3-a
ᎢᏥᎴᎦ	i¹jiɂ³le¹ga	ii1ji-3lee1ga
ᎤᏪᏅᏒᎢ	u¹we²nv³sv²³ɂi	uu1wee2nvv3svv23-i
ᎩᎾᏛᏅᎢ	gị²nạ²dv²hnv²³ɂi	gi2na2dvv2hnvv23-i
ᏙᎩᏂᏲᏏᎭ	do¹gị²ni²yo³sị²ha	doo1gi2nii2yoo3si2ha
ᏥᎪᏩᏘᏍᎪᎢ	jị²gowh²ti²³sgọ³ɂi	ji2gowh2tii23sgo3-i
ᎢᎪᎵᏨᎢ	i¹gohl²jv²³ɂi	ii1gohl2jvv23-i
ᎠᏂᎪᏩᏘᏍᎪᎢ	a¹ni²gowh²ti²³sgọ³ɂi	aa1nii2gowh2tii23sgo3-i
ᎣᏣᏚᎸᏗ	o¹jạ²duhl²di	oo1ja2duhl2di
ᎢᏂᎪᏩᏘᏍᎪᎢ	i¹ni²gowh²ti²³sgọ³ɂi	ii1nii2gowh2tii23sgo3-i
ᎢᏗᎪᏩᏘᏍᎪᎢ	i¹di²gowh²ti²³sgọ³ɂi	ii1dii2gowh2tii23sgo3-i
ᎣᏍᏓᏚᎸᏗ	o¹sdạ²duhl²di	oo1sda2duhl2di
ᎢᏍᎩᏥ	i¹sgi²ji	ii1sgii2ji
ᏣᏲᏏᎭ	jạ²yo³sị²ha	ja2yoo3si2ha
ᏕᎩᏲᏏᎭ	de³gi²yo³sị²ha	dee3gii2yoo3si2ha
ᏍᏙᎵᎦ	sdohl²ga²	sdohl2ga2
ᏚᏂᏲᏏᏍᎪᎢ	du¹ni²yo³si²sgo³ɂi	duu1nii2yoo3sii2sgoo3-i
ᎠᏆᏚᎵᎭ	a¹gwạ²du²lị³ha	aa1gwa2duu2li3ha
ᎣᏥᎩᏍᎪᎢ	o¹ji²gi³sgo³ɂi	oo1jii2gii3sgoo3-i
ᎢᏦᎵᏍᏗ	i¹jo²hlị³sdi	ii1joo2hli3sdi
ᎣᏍᏗᎩᏍᎪᎢ	o¹sdi²gi³sgo³ɂi	oo1sdii2gii3sgoo3-i
ᎣᎦᏚᎵᎭ	o¹gạ²du²lị³ha	oo1ga2duu2li3ha
ᎤᏬᎵᏨᎢ	u¹wohl²jv²³ɂi	uu1wohl2jvv23-i
ᎩᏂᎪᏩᏛᏗ	gị²ni²gowh²tvh³di	gi2nii2gowh2tvh3di
ᎣᎩᎾᏚᎵᎭ	o¹gị²nạ²du²lị³ha	oo1gi2na2duu2li3ha
ᎦᏥᏥ	gạ²ji²ji	ga2jii2ji
ᎤᏲᏏᏍᎪᎢ	u¹yo³si²sgo³ɂi	uu1yoo3sii2sgoo3-i
ᏣᏲᏏᏌ	jạ²yo¹si²³sa	ja2yoo1sii23sa
ᏗᎩᏲᏏᏌ	di¹gi²yo¹si²³sa	dii1gii2yoo1sii23sa
ᎠᏆᏛᏅᎢ	a¹gwạ²dv²hnv²³ɂi	aa1gwa2dvv2hnvv23-i
ᏍᏓᏤᎵᎢ	sdạ²je²li⁴ɂi	sdaa2jee2lii4-i
ᎣᎦᏛᏅᎢ	o¹gạ²dv²hnv²³ɂi	oo1ga2dvv2hnvv23-i
ᎩᏂᎸᏒᎢ	gị²ni²lv³²sv²³ɂi	gi2nii2lvv32svv23-i
ᎣᎩᎾᏛᏅᎢ	o¹gị²nạ²dv²hnv²³ɂi	oo1gi2na2dvv2hnvv23-i
ᎤᎾᏚᎸᎲᎢ	u¹nạ²du²lv²hv²³ɂi	uu1na2duu2lvv2hvv23-i
ᎣᏥᎪᎲᎢ	o¹ji²go²hv²³ɂi	oo1jii2goo2hvv23-i
ᎢᏦᎵᎦ	i¹johl²ga²	ii1johl2ga2
ᎣᏍᏗᎪᎲᎢ	o¹sdi²go²hv²³ɂi	oo1sdii2goo2hvv23-i
ᎩᏂᏥ	gị²ni²ji	gi2nii2ji
ᎤᏲᏏᏍᎬᎢ	u¹yo³si²sgv²³ɂi	uu1yoo3sii2sgvv23-i
ᏍᏓᏚᎳ	sdạ²du²³la	sda2duu23la
ᏩᎩᏲᏏᏌ	wa¹gị²yo¹si²³sa	waa1gi2yoo1sii23sa
ᏚᏂᏲᏏᏍᎬᎢ	du¹ni²yo³si²sgv²³ɂi	duu1nii2yoo3sii2sgvv23-i
ᎢᏣᏤᎵᎢ	i¹jạ²je²li⁴ɂi	ii1jaa2jee2lii4-i
ᏣᎪᏩᏛᏗ	jạ²gowh²tvh³di	ja2gowh2tvh3di
ᎢᎦᏚᎵᎭ	i¹gạ²du²lị³ha	ii1ga2duu2li3ha
ᎣᎩᎪᏩᏛᏗ	o¹gi²gowh²tvh³di	oo1gii2gowh2tvh3di
ᎣᏥᎪᏩᏔ	o¹ji²go¹wah²ta²	oo1jii2goo1wah2ta2
ᎣᏍᏗᎪᏩᏔ	o¹sdi²go¹wah²ta²	oo1sdii2goo1wah2ta2
ᎩᏂᎪᏩᏘᎭ	gị²ni²gowh²tị³ha	gi2nii2gowh2ti3ha
ᎣᎩᏂᎪᏩᏛᏗ	o¹gị²ni²gowh²tvh³di	oo1gi2nii2gowh2tvh3di
ᏍᏗᏙᏓ	sdi²do²da	sdii2doo2da
ᎤᏲᏏᏐᏗ	u¹yo¹si²³soh³di	uu1yoo1sii23soh3di
ᏣᎸᏒᎢ	jạ²lv³²sv²³ɂi	ja2lvv32svv23-i
ᏍᏗᎪᏩᏔ	sdi²go¹wah²ta	sdii2goo1wah2ta
ᎢᎦᏛᏅᎢ	i¹gạ²dv²hnv²³ɂi	ii1ga2dvv2hnvv23-i
ᎣᎩᎸᏒᎢ	o¹gi²lv³²sv²³ɂi	oo1gii2lvv32svv23-i
ᏧᏂᏲᏏᏐᏗ	ju¹ni²yo¹si²³soh³di	juu1nii2yoo1sii23soh3di
ᎣᏥᎴᎪᎢ	o¹jiɂ³le¹go³ɂi	oo1ji-3lee1goo3-i
ᏕᎩᏂᏲᏏᎭ	de²gị²ni²yo³sị²ha	dee2gi2nii2yoo3si2ha
ᎢᏣᏚᎳ	i¹jạ²du²³la	ii1ja2duu23la
ᎣᎩᏂᎸᏒᎢ	o¹gị²ni²lv³²sv²³ɂi	oo1gi2nii2lvv32svv23-i
ᎣᏍᏗᎴᎪᎢ	o¹sdiɂ³le¹go³ɂi	oo1sdi-3lee1goo3-i
ᎠᎩᎪᏩᏛᏗ	a¹gị²gowh²tvh³di	aa1gi2gowh2tvh3di
ᏍᏛᏙᏓ	sdv²do²da	sdvv2doo2da
ᎤᏚᎸᎲᎢ	u²du²lv²hv²³ɂi	uu2duu2lvv2hvv23-i
ᏣᏲᏏᏌ	jạ²yo¹si²³sa²	ja2yoo1sii23sa2
ᏍᏗᎷᎦ	sdiɂ²lu¹ga²	sdi-2luu1ga2
ᏙᎩᏲᏏᏌ	do¹gi²yo¹si²³sa²	doo1gii2yoo1sii23sa2
ᎠᎩᎸᏒᎢ	a¹gị²lv³²sv²³ɂi	aa1gi2lvv32svv23-i
ᏫᏧᏂᏲᏏᏌ	wị²ju¹ni²yo¹si²³sa	wi2juu1nii2yoo1sii23sa
ᏙᎩᏂᏲᏏᏌ	do¹gị²ni²yo¹si²³sa²	doo1gi2nii2yoo1sii23sa2
ᎢᏥᎪᏩᏔ	i¹ji²go¹wah²ta	ii1jii2goo1wah2ta
ᎢᎩᎪᏩᏛᏗ	i¹gi²gowh²tvh³di	ii1gii2gowh2tvh3di
ᎣᏦᎵᏨᎢ	o¹jo²li²jv²³ɂi	oo1joo2lii2jvv23-i
ᎣᏍᏙᎵᏨᎢ	o¹sdo²li²jv²³ɂi	oo1sdoo2lii2jvv23-i
ᏫᎩᎾᏚᎳ	wị²gị²nạ²du²³la	wi2gi2na2duu23la
ᏗᏍᎩᏥ	di¹sgi²ji	dii1sgii2ji
ᎤᏔᏕᎪᏗ	u¹tạ²de²³go³²di	uu1ta2dee23goo32di
ᏣᏔᏕᎩᎠ	tstạ²de²gi³ɂa	tsta2dee2gii3-a
ᎢᎩᎸᏒᎢ	i¹gi²lv³²sv²³ɂi	ii1gii2lvv32svv23-i
ᏍᏙᎵᎪᎢ	sdohl²go³ɂi	sdohl2goo3-i
ᎠᎩᏲᏏᏌ	a¹gị²yo¹si²³sa²	aa1gi2yoo1sii23sa2
ᏧᏂᏔᏕᎪᏗ	ju¹ni²tạ²de²³go³²di	juu1nii2ta2dee23goo32di
ᎢᏥᎷᎦ	i¹jiɂ²lu¹ga²	ii1ji-2luu1ga2
ᎣᏣᏚᎵᎭ	o¹jạ²du²lị³ha	oo1ja2duu2li3ha
